produto;fornecedor;produto_nome;categoria;sub_categoria
"AD'EK!0N4,.=4&?8??3Y@""";Fornecedor 156;Produto 1140;Categoria 1;Subcategoria C1.1
N4%$(8<,/K>(6%R.O,5IR!;Fornecedor 19;Produto 1141;Categoria 1;Subcategoria C1.1
G`/03#&MZT4\:^5),Q0D7&;Fornecedor 13;Produto 1142;Categoria 1;Subcategoria C1.1
"NV):H+*IMO>H**K+G""Y#),";Fornecedor 19;Produto 1143;Categoria 1;Subcategoria C1.1
"NVYUW(NZ'D+H*N14.""H""P+";Fornecedor 19;Produto 1144;Categoria 1;Subcategoria C1.1
NVA_N$$5O@%H*4Q>,CR53*;Fornecedor 156;Produto 1145;Categoria 1;Subcategoria C1.1
"H:1""O!`>62U)$N-23Q,:K(";Fornecedor 169;Produto 1146;Categoria 1;Subcategoria C1.1
H\]R(\S/S3EIXH`[E&WBW$;Fornecedor 13;Produto 1147;Categoria 1;Subcategoria C1.1
"O#;WXB*]5TVMNQ7MKKZLE%";Fornecedor 171;Produto 1148;Categoria 1;Subcategoria C1.1
"ITK*G/VG'+O!Y2;=@""EH1.";Fornecedor 4;Produto 1149;Categoria 1;Subcategoria C1.1
GFWYL@&PU%T6_(U,&M3PJ+;Fornecedor 5;Produto 1150;Categoria 1;Subcategoria C1.1
IT+3(5N$3B5!Y*.,2#'K#/;Fornecedor 4;Produto 1151;Categoria 1;Subcategoria C1.1
"G$K1TK*<D;JV*6/T!7'EL.";Fornecedor 5;Produto 1152;Categoria 1;Subcategoria C1.1
"CX8-""5\G2LQQ.P>]380^""&";Fornecedor 13;Produto 1153;Categoria 1;Subcategoria C1.1
G`IW+&]9:XSVAZ)6>+H@G,;Fornecedor 5;Produto 1154;Categoria 1;Subcategoria C1.1
"I\E;=.3[1K<!GE6T^+@Q1(";Fornecedor 172;Produto 1155;Categoria 1;Subcategoria C1.1
C:=CB(J$QPQ1#U7Z+.T890;Fornecedor 13;Produto 1156;Categoria 1;Subcategoria C1.1
IU81Y%'_<HJ&\'BTN4JOF(;Fornecedor 156;Produto 1157;Categoria 1;Subcategoria C1.1
OEG?Q7&1G>`-CD]%P!'8M-;Fornecedor 5;Produto 1158;Categoria 1;Subcategoria C1.1
"IDLH]<!Y-/.**K""R34^`Z$";Fornecedor 171;Produto 1159;Categoria 1;Subcategoria C1.1
G:LJ=Y_K[V\6$P0CDLSY<+;Fornecedor 5;Produto 1160;Categoria 1;Subcategoria C1.1
G:4C2JE,,%J6$^Q#J)4`R/;Fornecedor 5;Produto 1161;Categoria 1;Subcategoria C1.1
IO#,M@^%#I!FFJN4M0K'$%;Fornecedor 156;Produto 1162;Categoria 1;Subcategoria C1.1
IU(M(#K0W<7&\K(]549N-(;Fornecedor 156;Produto 1163;Categoria 1;Subcategoria C1.1
F-0_$ZH@)E7@#[_,R%A9!!;Fornecedor 25;Produto 1164;Categoria 1;Subcategoria C1.1
F-81=[V7\*A@#ILH^E)JR.;Fornecedor 25;Produto 1165;Categoria 1;Subcategoria C1.1
"ALR""-J,I2#O(T2CX['PG]'";Fornecedor 5;Produto 1166;Categoria 1;Subcategoria C1.1
"J'O$5*=RBPJ@%J$!'6KOZ""";Fornecedor 4;Produto 1167;Categoria 1;Subcategoria C1.1
F-(^N#+CMM:@#]X.)G\-'+;Fornecedor 25;Produto 1168;Categoria 1;Subcategoria C1.1
"C:1;6LO!K%.G`W#7>8BE9+";Fornecedor 99;Produto 1169;Categoria 1;Subcategoria C1.1
G88_YY$UK(AV/I>D55TJ`&;Fornecedor 5;Produto 1170;Categoria 1;Subcategoria C1.1
G[IT]?_B8O/TIOF&P/JW>+;Fornecedor 4;Produto 1171;Categoria 1;Subcategoria C1.1
PI5'YX<+@[5)C-,HSM1(P+;Fornecedor 171;Produto 1172;Categoria 1;Subcategoria C1.1
G8@`/PBR'NTV/GEB^S86$(;Fornecedor 5;Produto 1173;Categoria 1;Subcategoria C1.1
C:U(I!DPRS!1#_=-QNMJC.;Fornecedor 19;Produto 1174;Categoria 1;Subcategoria C1.1
IO'H1'@QB)Q5R`=R8>(CZ);Fornecedor 4;Produto 1175;Categoria 1;Subcategoria C1.1
"E0G=9:(D=VBW^1/ZT;?3V#";Fornecedor 173;Produto 1176;Categoria 1;Subcategoria C1.1
EVT?ZT1ZX#C7XYQ)=.LN\$;Fornecedor 5;Produto 1177;Categoria 1;Subcategoria C1.1
EV$$KWMH>/V7X5+!V.]O5%;Fornecedor 5;Produto 1178;Categoria 1;Subcategoria C1.1
E89MYB'Z+Q\WL&X7C#N&A.;Fornecedor 5;Produto 1179;Categoria 1;Subcategoria C1.1
PIU/:^4HK2\)C%_6ENS*B,;Fornecedor 171;Produto 1180;Categoria 1;Subcategoria C1.1
B6K6I77X[.XKNY7_CSL6W);Fornecedor 171;Produto 1181;Categoria 1;Subcategoria C1.1
P#(T53C[M_(II5/VN\(27';Fornecedor 171;Produto 1182;Categoria 1;Subcategoria C1.1
J$8,E17?\0439#%`#U8HM';Fornecedor 5;Produto 1183;Categoria 1;Subcategoria C1.1
"J$X#$,?""QYM39+212TVE[&";Fornecedor 5;Produto 1184;Categoria 1;Subcategoria C1.1
IK*$=\^ZKK4F]\526ET3P0;Fornecedor 156;Produto 1185;Categoria 1;Subcategoria C1.1
"L?Z3I(BX>GT57C""J4[K+:)";Fornecedor 88;Produto 1186;Categoria 1;Subcategoria C1.1
"F+$!#5CLR0N;LP/>':;]B+";Fornecedor 164;Produto 1187;Categoria 1;Subcategoria C1.1
"IK""#'&A]/T7F]>#9F#(^:!";Fornecedor 156;Produto 1188;Categoria 1;Subcategoria C1.1
B6[Z9:SFA:+KN5QV\S]70*;Fornecedor 171;Produto 1189;Categoria 1;Subcategoria C1.1
O9?Z]WKV#DM6$&\)71EVE0;Fornecedor 5;Produto 1190;Categoria 1;Subcategoria C1.1
"I18&^6(1'Y4&;+!)^&@#]*";Fornecedor 156;Produto 1191;Categoria 1;Subcategoria C1.1
A$/4@*4F`G5Y.-9<5ZHM(0;Fornecedor 25;Produto 1192;Categoria 1;Subcategoria C1.1
"OEO"",D$""Q$`-CB$$9@K#Q.";Fornecedor 171;Produto 1193;Categoria 1;Subcategoria C1.1
G9(O5C59N+J+(7A5T8X.Q';Fornecedor 5;Produto 1194;Categoria 1;Subcategoria C1.1
E0^07T,.6MG2JTNJ!?O-0!;Fornecedor 156;Produto 1195;Categoria 1;Subcategoria C1.1
"B]B!'W!X;4^]"">02E>4BN.";Fornecedor 25;Produto 1196;Categoria 1;Subcategoria C1.1
H-`#\`(<E6Q<.=7>ILI,\(;Fornecedor 156;Produto 1197;Categoria 1;Subcategoria C1.1
E:,>S]42'J]RH_Z,:.EI&);Fornecedor 156;Produto 1198;Categoria 1;Subcategoria C1.1
G5O`H/^DY3P+Q$Z7+$OB.';Fornecedor 5;Produto 1199;Categoria 1;Subcategoria C1.1
"J6J99J9*R=-""D6LR%&2G,/";Fornecedor 172;Produto 1200;Categoria 1;Subcategoria C1.1
"KJI""M=\I^:S1T.<[Z:VNF&";Fornecedor 14;Produto 1201;Categoria 1;Subcategoria C1.1
"H!]D`$P;P^`<3*'$_),?V-";Fornecedor 14;Produto 1202;Categoria 1;Subcategoria C1.1
H!%W8&^2CD*<3XS?+JTOG+;Fornecedor 14;Produto 1203;Categoria 1;Subcategoria C1.1
H-H-S\>V,E4<.#WHG-T??';Fornecedor 156;Produto 1204;Categoria 1;Subcategoria C1.1
"J245(>N_3,A+S<YQ^^"">=)";Fornecedor 5;Produto 1205;Categoria 1;Subcategoria C1.1
"B]""YEQ);0]7]""6#!7?V$J*";Fornecedor 25;Produto 1206;Categoria 1;Subcategoria C1.1
O9[5X+2N8:N3!=V4P.U!U);Fornecedor 156;Produto 1207;Categoria 1;Subcategoria C1.1
"J0S6`(,]_4L;N\WZ*::PD$";Fornecedor 93;Produto 1208;Categoria 2;Subcategoria C2.2
KZ]]\K>GU$418)Q(%+(G!,;Fornecedor 156;Produto 1209;Categoria 1;Subcategoria C1.1
"C""?(&=VT0#^1--^#@G=)(0";Fornecedor 19;Produto 1210;Categoria 1;Subcategoria C1.1
CDKP^1R(B_PQ!`C<D]IT/(;Fornecedor 19;Produto 1211;Categoria 1;Subcategoria C1.1
"HQPJ&MK;5,=<OM$PD[F<Z""";Fornecedor 156;Produto 1212;Categoria 1;Subcategoria C1.1
"E:\;'197/-MRHS[W=,0#`+";Fornecedor 156;Produto 1213;Categoria 1;Subcategoria C1.1
H-P?+^LM_*><.QC$TM<P0%;Fornecedor 156;Produto 1214;Categoria 1;Subcategoria C1.1
B2TB'*!???$47Q(&V?>B(,;Fornecedor 80;Produto 1215;Categoria 1;Subcategoria C1.1
"B2,J29;^._M47;#>4]/JW0";Fornecedor 80;Produto 1216;Categoria 1;Subcategoria C1.1
BT8!)#G8)[JT+^.4\4@ZL%;Fornecedor 80;Produto 1217;Categoria 1;Subcategoria C1.1
O9S4B5TP\T:3!O)YCN,Q#,;Fornecedor 156;Produto 1218;Categoria 1;Subcategoria C1.1
LK]RD$[X3_D52V2$_=)Y?$;Fornecedor 164;Produto 1219;Categoria 1;Subcategoria C1.1
J`SOJ&O(IKAKL$<!GQ/YC*;Fornecedor 5;Produto 1220;Categoria 1;Subcategoria C1.1
NWO=S`N`U07(&(4SK.^EK+;Fornecedor 19;Produto 1221;Categoria 1;Subcategoria C1.1
"NA&,5""40.Y`H,@QC#<Q*E*";Fornecedor 156;Produto 1222;Categoria 1;Subcategoria C1.1
MWC=-0G&IIO$9G=R$:+L1.;Fornecedor 23;Produto 1223;Categoria 2;Subcategoria C2.2
K,&M1_SX'TVQH-!I[R7`T+;Fornecedor 14;Produto 1224;Categoria 1;Subcategoria C1.1
"K,V(A\7*BHCQHQGQBR&_;+";Fornecedor 14;Produto 1225;Categoria 1;Subcategoria C1.1
"E>(0<D=?L]SI0XH.8"".6>(";Fornecedor 84;Produto 1226;Categoria 1;Subcategoria C1.1
E>`]#C/HY7JI0F5JDBVF/&;Fornecedor 84;Produto 1227;Categoria 1;Subcategoria C1.1
MW+G$,]@0FI$9=7??Y1:'0;Fornecedor 23;Produto 1228;Categoria 2;Subcategoria C2.2
HGB=JCC7D]=\PBX-,,Q`#+;Fornecedor 112;Produto 1229;Categoria 1;Subcategoria C1.1
"ERR3)P.VE4AR>=.P@4""G-+";Fornecedor 156;Produto 1230;Categoria 1;Subcategoria C1.1
"HO<_BMPD%>!\""L6N&#'Y<!";Fornecedor 156;Produto 1231;Categoria 1;Subcategoria C1.1
"O=$""YRMG5CN3JFH.@Z\VA.";Fornecedor 174;Produto 1232;Categoria 1;Subcategoria C1.1
"N=-B`'T1)-1HCB^^/R^;U'";Fornecedor 156;Produto 1233;Categoria 1;Subcategoria C1.1
E$FVM!#DM6')%1NQ:YD4)/;Fornecedor 175;Produto 1234;Categoria 1;Subcategoria C1.1
NCZ=5QFP[/`(Y92435SPT,;Fornecedor 156;Produto 1235;Categoria 1;Subcategoria C1.1
"N9<L(E""^DUMHZRLZAEL3E$";Fornecedor 19;Produto 1236;Categoria 1;Subcategoria C1.1
N_)F(Z3WTK'(8Y*@['Z%D/;Fornecedor 156;Produto 1237;Categoria 1;Subcategoria C1.1
"N_1X@[ANG11(8GW['HBV+""";Fornecedor 156;Produto 1238;Categoria 1;Subcategoria C1.1
"EV3E00D;D@QR'Q&]U@#N$.";Fornecedor 156;Produto 1239;Categoria 1;Subcategoria C1.1
D+,K@_NE3C/6%<J$71=>S%;Fornecedor 4;Produto 1240;Categoria 1;Subcategoria C1.1
MS2?TG]5YZE$PGQ+Z.](O';Fornecedor 32;Produto 1241;Categoria 2;Subcategoria C2.2
MSB#EJ9$?&Y$P+84A.LG,,;Fornecedor 32;Produto 1242;Categoria 2;Subcategoria C2.2
MS2.R<-<BZO$P77I=0!.3);Fornecedor 94;Produto 1243;Categoria 2;Subcategoria C2.2
GV-P&OS?L4S`01$#YZV0^%;Fornecedor 4;Produto 1244;Categoria 1;Subcategoria C1.1
M5G9%>'A]*YDD0119$0BL!;Fornecedor 23;Produto 1245;Categoria 2;Subcategoria C2.2
"M5O:;4E>9P,DD&+^SC60B#";Fornecedor 23;Produto 1246;Categoria 2;Subcategoria C2.2
"M5_^+7!-_[?DDJQ&;C%/)#";Fornecedor 94;Produto 1247;Categoria 2;Subcategoria C2.2
"MOY.#^%N64I$'*SK_A""PM&";Fornecedor 26;Produto 1248;Categoria 2;Subcategoria C2.2
"NC2#<J@<]20(YC8GXUL""_*";Fornecedor 156;Produto 1249;Categoria 1;Subcategoria C1.1
H3E<V=]).S@\C6DU#QYUW,;Fornecedor 156;Produto 1250;Categoria 1;Subcategoria C1.1
"N%G]L@JG!CCHM$K;)LA>N%";Fornecedor 156;Produto 1251;Categoria 1;Subcategoria C1.1
BY14P9(!#4!]9V+?%1@7L*;Fornecedor 176;Produto 1252;Categoria 1;Subcategoria C1.1
"B;.'V`WL7$K=.]]=4H?&_#";Fornecedor 176;Produto 1253;Categoria 1;Subcategoria C1.1
"EUA+3M;""KUVS!D)9CG"".!%";Fornecedor 4;Produto 1254;Categoria 1;Subcategoria C1.1
"K@32V'VT#X=QU%);Y,<'V(";Fornecedor 156;Produto 1255;Categoria 1;Subcategoria C1.1
"M1.)4T/Y:D\D[BX.""99./""";Fornecedor 23;Produto 1256;Categoria 2;Subcategoria C2.2
HK33B&5K(5!\9BDT67_#P,;Fornecedor 156;Produto 1257;Categoria 1;Subcategoria C1.1
E,=02?GBN/D2!Q0`(1JAK!;Fornecedor 156;Produto 1258;Categoria 1;Subcategoria C1.1
B344[KZE?C1=\S?]9Q).F-;Fornecedor 176;Produto 1259;Categoria 1;Subcategoria C1.1
B_^M`L:L'HM=O-KO/W<6]-;Fornecedor 156;Produto 1260;Categoria 1;Subcategoria C1.1
MK@^14.&T_5$><:IHV+<0';Fornecedor 27;Produto 1261;Categoria 2;Subcategoria C2.2
ERJ2SYPX)=DR>_[VPR51X+;Fornecedor 156;Produto 1262;Categoria 1;Subcategoria C1.1
"E:D4\!_W?M#RH9;""<M:6C*";Fornecedor 156;Produto 1263;Categoria 1;Subcategoria C1.1
"E,EBJ@U9AUM2!?];5Q2R</";Fornecedor 156;Produto 1264;Categoria 1;Subcategoria C1.1
"DV<R'=PEF,W'U""MM[TVTQ#";Fornecedor 177;Produto 1265;Categoria 1;Subcategoria C1.1
"K""H[$S/&Q9D1JF;/*#1CE#";Fornecedor 156;Produto 1266;Categoria 1;Subcategoria C1.1
K&1PF?C<YY*13X::(NV5@';Fornecedor 156;Produto 1267;Categoria 1;Subcategoria C1.1
"K&9""_@Q3L?413F'V4.?F1%";Fornecedor 156;Produto 1268;Categoria 1;Subcategoria C1.1
K&)>.>5E&4!13Z3<?/2J<&;Fornecedor 156;Produto 1269;Categoria 1;Subcategoria C1.1
KDD0/P?ESFGQ>]GPU8,-4+;Fornecedor 156;Produto 1270;Categoria 1;Subcategoria C1.1
EXOB,1M)GT62TP[\\W']E0;Fornecedor 156;Produto 1271;Categoria 1;Subcategoria C1.1
E:LF4#-O23-RH'(>H-#G4(;Fornecedor 156;Produto 1272;Categoria 1;Subcategoria C1.1
"E4O71BN;1S723T:1,J]0\""";Fornecedor 156;Produto 1273;Categoria 1;Subcategoria C1.1
BA3H1CDW+X`]C^7&]K--_+;Fornecedor 156;Produto 1274;Categoria 1;Subcategoria C1.1
BA[Q(?Z1S&D]CDW0[,8@B*;Fornecedor 156;Produto 1275;Categoria 1;Subcategoria C1.1
"B]B2)""RQR""+]""NJT!=0=*-";Fornecedor 156;Produto 1276;Categoria 1;Subcategoria C1.1
"B_>VAR2)31]=O5X`=VZS!""";Fornecedor 156;Produto 1277;Categoria 1;Subcategoria C1.1
"C@`STDQ\DN66&Z4;C,*37.";Fornecedor 5;Produto 1278;Categoria 1;Subcategoria C1.1
"K@;U04TE-,TQU#09BK`RY)";Fornecedor 156;Produto 1279;Categoria 1;Subcategoria C1.1
KD$(NJG(H/!Q>U:?G9N/&,;Fornecedor 156;Produto 1280;Categoria 1;Subcategoria C1.1
KH5&'31Y7^*Q']37`C:PV!;Fornecedor 156;Produto 1281;Categoria 1;Subcategoria C1.1
BX6Q5A(Q\)]]SXW(UY^Y4+;Fornecedor 87;Produto 1282;Categoria 1;Subcategoria C1.1
E4_J_9:0@0>230T(EJ.25#;Fornecedor 156;Produto 1283;Categoria 1;Subcategoria C1.1
KJ)I)-43<5`1TVT'0=<V//;Fornecedor 165;Produto 1284;Categoria 1;Subcategoria C1.1
KH]/^.G3_,NQ'CSA^$E#:0;Fornecedor 165;Produto 1285;Categoria 1;Subcategoria C1.1
KJIQJ2,PGLF1T^!9><Z34#;Fornecedor 165;Produto 1286;Categoria 1;Subcategoria C1.1
EVS:A-B8^+D<%A$^P_]@-';Fornecedor 159;Produto 1287;Categoria 1;Subcategoria C1.1
B_.2QOV:MS`=OY>)%VIRH!;Fornecedor 156;Produto 1288;Categoria 1;Subcategoria C1.1
BAC=$QP?($*]CJ+@RJ:)T*;Fornecedor 156;Produto 1289;Categoria 1;Subcategoria C1.1
J%H4L[`Y%*P`\DL3S=R9R!;Fornecedor 90;Produto 1290;Categoria 1;Subcategoria C1.1
"D28WU2)DYJ'A=>H""#]HH90";Fornecedor 172;Produto 1291;Categoria 1;Subcategoria C1.1
F'JE8=JQYG_L#/C%4VF?V0;Fornecedor 178;Produto 1292;Categoria 1;Subcategoria C1.1
"F#)#/RD2DMBLLJHCW!&D[""";Fornecedor 161;Produto 1293;Categoria 1;Subcategoria C1.1
"K.4F5BJP]0+I&G`E[CCNL""";Fornecedor 5;Produto 1294;Categoria 1;Subcategoria C1.1
F-W8,!ES@3(,AG4/AX+A-);Fornecedor 161;Produto 1295;Categoria 1;Subcategoria C1.1
M/3-/8.JU@0,?9)UDGSOR!;Fornecedor 5;Produto 1296;Categoria 1;Subcategoria C1.1
FOK*\QVA9,UL50T4`M>Z*#;Fornecedor 161;Produto 1297;Categoria 1;Subcategoria C1.1
"PFHR@WTG\!,-F\W%P0""+/-";Fornecedor 178;Produto 1298;Categoria 1;Subcategoria C1.1
"E][UL\@L7M`SO^1!0P;4/.";Fornecedor 5;Produto 1299;Categoria 1;Subcategoria C1.1
L%K8'&`1N-V&SI!U(\W=(*;Fornecedor 4;Produto 1300;Categoria 1;Subcategoria C1.1
"OI[8H2,E$BD6@Q&'+"">QW$";Fornecedor 90;Produto 1301;Categoria 1;Subcategoria C1.1
"P(52XFX>""5OM:3$G;F]4T)";Fornecedor 7;Produto 1302;Categoria 1;Subcategoria C1.1
"A$_OO'XW:<""Y.IR3NZY.K+";Fornecedor 25;Produto 1303;Categoria 1;Subcategoria C1.1
L)?)=[-)`YSDFL<3W_3Q7!;Fornecedor 10;Produto 1304;Categoria 1;Subcategoria C1.1
L)7W$Z_1-4JDF^OWJ?K@F#;Fornecedor 10;Produto 1305;Categoria 1;Subcategoria C1.1
"P40?;A#H$'6M#5I/]2GL<*";Fornecedor 179;Produto 1306;Categoria 1;Subcategoria C1.1
CV6W&9$50FU`SA>OXI=]V);Fornecedor 90;Produto 1307;Categoria 1;Subcategoria C1.1
"FO?`6K@D:UXWX^GL$$RN3""";Fornecedor 90;Produto 1308;Categoria 1;Subcategoria C1.1
"E""`K7+@]FU%RB$J]2PH,6)";Fornecedor 13;Produto 1309;Categoria 1;Subcategoria C1.1
"C""^TK)]$OIEB?X-V?($PB&";Fornecedor 161;Produto 1310;Categoria 1;Subcategoria C1.1
"PR+)[M5+F""6-/0P2%=#2&0";Fornecedor 179;Produto 1311;Categoria 1;Subcategoria C1.1
"C[Z)7Y:%610!7/P&);<1[-";Fornecedor 179;Produto 1312;Categoria 1;Subcategoria C1.1
"D+94SONP+:(?R3=!""2:+H#";Fornecedor 5;Produto 1313;Categoria 1;Subcategoria C1.1
E&)'6G+],0YR+^!5F=TFP*;Fornecedor 13;Produto 1314;Categoria 1;Subcategoria C1.1
"D+AF+Q\G^_1?R!*=.R""\/&";Fornecedor 5;Produto 1315;Categoria 1;Subcategoria C1.1
"DMU@<G&S""0E_FB<1?HWW(,";Fornecedor 5;Produto 1316;Categoria 1;Subcategoria C1.1
DM]RTH4JUUN_F0)MK(@HP.;Fornecedor 5;Produto 1317;Categoria 1;Subcategoria C1.1
"L;GXQ.C:2I6$$Y.((`CL>!";Fornecedor 25;Produto 1318;Categoria 1;Subcategoria C1.1
FW<NO2Z.`8#`,ZQBA9C5C%;Fornecedor 5;Produto 1319;Categoria 1;Subcategoria C1.1
F9!\N`O.3&=@!'XPG.E-^#;Fornecedor 5;Produto 1320;Categoria 1;Subcategoria C1.1
F91@?#,]X1P@!C1H`.VN@/;Fornecedor 5;Produto 1321;Categoria 1;Subcategoria C1.1
"O.+Z)/[U**W;>7RM\=FD[!";Fornecedor 4;Produto 1322;Categoria 1;Subcategoria C1.1
"JN@&2RGJ[3$NI&8];+9T;,";Fornecedor 7;Produto 1323;Categoria 1;Subcategoria C1.1
"J$""7:ZD='&'.>)8X\?AZU'";Fornecedor 112;Produto 1324;Categoria 1;Subcategoria C1.1
HG*E3BO+Q.:E2'%2H^\^W$;Fornecedor 180;Produto 1325;Categoria 1;Subcategoria C1.1
ED9L@EKB9H[)#^^A12?E*-;Fornecedor 13;Produto 1326;Categoria 1;Subcategoria C1.1
"GT\DHHPJ;OIZ#+""H+.H%>""";Fornecedor 181;Produto 1327;Categoria 1;Subcategoria C1.1
FEUSHL8#!O2,/F#`T`3&Y&;Fornecedor 178;Produto 1328;Categoria 1;Subcategoria C1.1
F'2O/9`+AVBL#AVI'6^N..;Fornecedor 178;Produto 1329;Categoria 1;Subcategoria C1.1
MZ6D/()'B_<=7KUX[VB@.(;Fornecedor 72;Produto 1330;Categoria 1;Subcategoria C1.1
MZ^M&$?A).`=715#Z7MSQ&;Fornecedor 72;Produto 1331;Categoria 1;Subcategoria C1.1
MNCI$/,U2S_=<T^5J46TA-;Fornecedor 7;Produto 1332;Categoria 1;Subcategoria C1.1
P$W8?Q42.!)_70VU*&3D8(;Fornecedor 2;Produto 1333;Categoria 1;Subcategoria C1.1
P,Q+:&29&0Y_%37J,122&/;Fornecedor 85;Produto 1334;Categoria 1;Subcategoria C1.1
"H6P!JL:SN&;);JOG:C'N&)";Fornecedor 159;Produto 1335;Categoria 1;Subcategoria C1.1
"HB#C15ON;[;)6)_6!(Z!3!";Fornecedor 85;Produto 1336;Categoria 1;Subcategoria C1.1
"J4^LC/-O\L7.Z(O;[1-9<(";Fornecedor 181;Produto 1337;Categoria 1;Subcategoria C1.1
A!VJA!QEMBB<\`B^/,KKI%;Fornecedor 4;Produto 1338;Categoria 1;Subcategoria C1.1
A!^:UL>IR9I<\&W-'JMTQ*;Fornecedor 4;Produto 1339;Categoria 1;Subcategoria C1.1
E&VX)=#E0>8IW<84+GXL](;Fornecedor 13;Produto 1340;Categoria 1;Subcategoria C1.1
"A5[LK]TP?2S<=7D?""YJ$P$";Fornecedor 4;Produto 1341;Categoria 1;Subcategoria C1.1
A53CT!?6X#0<=9=A9:&9L#;Fornecedor 4;Produto 1342;Categoria 1;Subcategoria C1.1
NQCV/@1/9DL'Q[NME=3.]%;Fornecedor 5;Produto 1343;Categoria 1;Subcategoria C1.1
"NQ#=L/IXV,0'Q36A0;M&4-";Fornecedor 5;Produto 1344;Categoria 1;Subcategoria C1.1
"AGCDA6""?]8\\,G@E62.O'&";Fornecedor 5;Produto 1345;Categoria 1;Subcategoria C1.1
"JV""R!X*2$#+N7'`O&U\--$";Fornecedor 161;Produto 1346;Categoria 1;Subcategoria C1.1
"E""$Z;_>Q[7FI^P<$GQ<,V0";Fornecedor 181;Produto 1347;Categoria 1;Subcategoria C1.1
GTL1ZP$V,2CZ#WU!!-UA)&;Fornecedor 2;Produto 1348;Categoria 1;Subcategoria C1.1
"F.'>UBG^#C=>A""[`UJEKV*";Fornecedor 93;Produto 1349;Categoria 2;Subcategoria C2.2
"MNT#WD""V!DOIXC""6,AQ#U'";Fornecedor 23;Produto 1350;Categoria 2;Subcategoria C2.2
"E&^;DI!6:RNIW:?2T%=8!*";Fornecedor 13;Produto 1351;Categoria 1;Subcategoria C1.1
F`43Y@3JDRB4_GLE<IO>A.;Fornecedor 26;Produto 1352;Categoria 2;Subcategoria C2.2
JN.RE-$2)0NS[\F:J2+VN,;Fornecedor 10;Produto 1353;Categoria 1;Subcategoria C1.1
J,RE\5L/2:13'NG*-\M).$;Fornecedor 10;Produto 1354;Categoria 1;Subcategoria C1.1
I+I(YIKO'U`5/5J1GO..U&;Fornecedor 23;Produto 1355;Categoria 2;Subcategoria C2.2
"PC/REASB`""N=/I0#MV5TV'";Fornecedor 93;Produto 1356;Categoria 2;Subcategoria C2.2
AA/TI(4^&>N<K#U5#74RB';Fornecedor 44;Produto 1357;Categoria 7;Subcategoria C7.1
"AAW]@$J8NL1<KYN"">V:@8)";Fornecedor 44;Produto 1358;Categoria 7;Subcategoria C7.1
AAG9P!.J(A^<K=5+%V)?_(;Fornecedor 44;Produto 1359;Categoria 7;Subcategoria C7.1
"FXM?%<X""K6D^:>>[A;=@V.";Fornecedor 26;Produto 1360;Categoria 2;Subcategoria C2.2
F7[7RT!JA]Z><E[/\EDN<%;Fornecedor 10;Produto 1361;Categoria 1;Subcategoria C1.1
I(JVHW8/_4THIUHV#!384,;Fornecedor 4;Produto 1362;Categoria 1;Subcategoria C1.1
"F?EF\&C""T2!>*<=O!O.V#/";Fornecedor 10;Produto 1363;Categoria 1;Subcategoria C1.1
IB<%*H_RZU`(>*\58UR-]);Fornecedor 4;Produto 1364;Categoria 1;Subcategoria C1.1
F?MX4(QYFX*>***+./W&U,;Fornecedor 10;Produto 1365;Categoria 1;Subcategoria C1.1
"F?]Z`TLT>5;>*FC""G/((.-";Fornecedor 10;Produto 1366;Categoria 1;Subcategoria C1.1
"I$)VCBSC7WPH2U4=.,A;`-";Fornecedor 4;Produto 1367;Categoria 1;Subcategoria C1.1
"I0$R$2.S""[*H7@+!-(HYT(";Fornecedor 4;Produto 1368;Categoria 1;Subcategoria C1.1
F]XUB,O17_G^5Q$H+8@(*&;Fornecedor 10;Produto 1369;Categoria 1;Subcategoria C1.1
JZY:8%SLEV!S`[IDS/%XW#;Fornecedor 10;Produto 1370;Categoria 1;Subcategoria C1.1
JZ!MP&!D8<+S`I6`_OM(I!;Fornecedor 10;Produto 1371;Categoria 1;Subcategoria C1.1
"F$^V8""W&6D\46F']Z\%'Y-";Fornecedor 93;Produto 1372;Categoria 2;Subcategoria C2.2
C)F->I&.L26]0(/<K:0Y$+;Fornecedor 93;Produto 1373;Categoria 2;Subcategoria C2.2
FT\8+N6UO0T^5A4SO_^RI&;Fornecedor 23;Produto 1374;Categoria 2;Subcategoria C2.2
F>HB?F?Y'QRT*9M5_22R`%;Fornecedor 97;Produto 1375;Categoria 2;Subcategoria C2.2
"FB!S007AJ%&TAC'"":H]`>""";Fornecedor 95;Produto 1376;Categoria 2;Subcategoria C2.2
FB)%I1E8=K/TAU:F-(5PM$;Fornecedor 95;Produto 1377;Categoria 2;Subcategoria C2.2
B]CS/6WYD@)WILG>\-^W](;Fornecedor 4;Produto 1378;Categoria 1;Subcategoria C1.1
"F7KB_FU!E#;><Y'V&G72Q!";Fornecedor 10;Produto 1379;Categoria 1;Subcategoria C1.1
IF]G33%20P=(U*0O-JDJ:#;Fornecedor 10;Produto 1380;Categoria 1;Subcategoria C1.1
"F>(\""W'0JVET*AZF-2P/%*";Fornecedor 97;Produto 1381;Categoria 2;Subcategoria C2.2
J85K4!=YDL.3,OC6M:#`<%;Fornecedor 10;Produto 1382;Categoria 1;Subcategoria C1.1
"B?(!/$MYW-C7>YML""#`/B""";Fornecedor 4;Produto 1383;Categoria 1;Subcategoria C1.1
